Commodity_Group ,Commodity_Name ,Measure_Names,Mode ,Port_Border,Port_Coast,Port_District,Port_Name,Port_State  ,Select_Date,Trade_Type,Year_of_Trade,No.,Measure_Values,Partner
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Dallas/Ft Worth Customs District ,All,All,April,Export,2019,435,311883,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Dallas/Ft Worth Customs District ,All,All,April,Export,2019,435,36723801,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Detroit Customs District ,All,All,April,Export,2019,436,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Detroit Customs District ,All,All,April,Export,2019,436,10262,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Detroit Customs District ,All,All,April,Export,2019,437,58,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Detroit Customs District ,All,All,April,Export,2019,437,10017537847,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Detroit Customs District ,All,All,April,Export,2019,438,236386039,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Detroit Customs District ,All,All,April,Export,2019,438,132501792,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Duluth Customs District ,All,All,April,Export,2019,439,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Duluth Customs District ,All,All,April,Export,2019,439,281541503,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Duluth Customs District ,All,All,April,Export,2019,440,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Duluth Customs District ,All,All,April,Export,2019,440,14931250,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Duluth Customs District ,All,All,April,Export,2019,441,2683,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Duluth Customs District ,All,All,April,Export,2019,441,826327,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,El Paso Customs District ,All,All,April,Export,2019,442,29500,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,El Paso Customs District ,All,All,April,Export,2019,442,3973048536,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,El Paso Customs District ,All,All,April,Export,2019,443,103,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,El Paso Customs District ,All,All,April,Export,2019,443,9995,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Great Falls Customs District ,All,All,April,Export,2019,444,137324,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Great Falls Customs District ,All,All,April,Export,2019,444,849662064,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Great Falls Customs District ,All,All,April,Export,2019,445,3269,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Great Falls Customs District ,All,All,April,Export,2019,445,1428522,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Great Falls Customs District ,All,All,April,Export,2019,446,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Great Falls Customs District ,All,All,April,Export,2019,446,27734,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Honolulu Customs District ,All,All,April,Export,2019,447,51826,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Honolulu Customs District ,All,All,April,Export,2019,447,875927,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Houston-Galveston Customs District ,All,All,April,Export,2019,448,3055343753,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Houston-Galveston Customs District ,All,All,April,Export,2019,448,1605469284,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Laredo Customs District ,All,All,April,Export,2019,449,189212,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Laredo Customs District ,All,All,April,Export,2019,449,10059384583,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Gulf Coast,Laredo Customs District ,All,All,April,Export,2019,450,12048872,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Gulf Coast,Laredo Customs District ,All,All,April,Export,2019,450,777235283,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Los Angeles Customs District ,All,All,April,Export,2019,451,5988092,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Los Angeles Customs District ,All,All,April,Export,2019,451,131876578,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Border - Not Applicable,,Low-Valued Imports And Exports,All,All,April,Export,2019,452,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Border - Not Applicable,,Low-Valued Imports And Exports,All,All,April,Export,2019,452,3245611801,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Border - Not Applicable,,Mail Shipments (Export Only),All,All,April,Export,2019,453,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Border - Not Applicable,,Mail Shipments (Export Only),All,All,April,Export,2019,453,2581100,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Miami Customs District ,All,All,April,Export,2019,454,4396950,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Miami Customs District ,All,All,April,Export,2019,454,81407399,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Milwaukee Customs District ,All,All,April,Export,2019,455,36741853,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Milwaukee Customs District ,All,All,April,Export,2019,455,20796320,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,April,Export,2019,456,126882685,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,April,Export,2019,456,52110978,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,April,Export,2019,457,89306939,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,April,Export,2019,457,65583766,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,April,Export,2019,458,182772,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,April,Export,2019,458,89599067,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,April,Export,2019,459,2477411155,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,April,Export,2019,459,1681550240,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,April,Export,2019,460,48593276,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,April,Export,2019,460,98019702,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New York City Customs District ,All,All,April,Export,2019,461,30863,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New York City Customs District ,All,All,April,Export,2019,461,15509214,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,April,Export,2019,462,31151,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,April,Export,2019,462,1019058238,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,April,Export,2019,463,3041,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,April,Export,2019,463,2727650,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,April,Export,2019,464,50189405,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,April,Export,2019,464,1163339,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,April,Export,2019,465,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,April,Export,2019,465,780064709,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,April,Export,2019,466,108894706,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,April,Export,2019,466,729054322,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,April,Export,2019,467,549042,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,April,Export,2019,467,2246737618,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,April,Export,2019,468,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,April,Export,2019,468,24475,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,April,Export,2019,469,70393881,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,April,Export,2019,469,36061089,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,April,Export,2019,470,1581513802,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,April,Export,2019,470,796741209,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,April,Export,2019,471,5698913,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,April,Export,2019,471,12477615,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,April,Export,2019,472,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,April,Export,2019,472,705437,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Portland Customs District ,All,All,April,Export,2019,473,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Portland Customs District ,All,All,April,Export,2019,473,223345688,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,April,Export,2019,474,95996,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,April,Export,2019,474,157608,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,April,Export,2019,475,78311,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,April,Export,2019,475,641096710,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,April,Export,2019,476,6,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,April,Export,2019,476,1479639077,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,April,Export,2019,477,4653,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,April,Export,2019,477,1613400,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,April,Export,2019,478,217700653,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,April,Export,2019,478,182233661,All Partners (Canada and Mexico)
