"North American Cruises,  January 1, 2004 - March 31, 2012",,,,,,,,,,,
Cruise Line,Vessel Name,Sail Date,Departure Port,Destination,Nights,Passengers,Normal Capacity,Month,Quarter,Year,Passengers Nights
Carnival Cruise Line,CARNIVAL PARADISE,3/14/2004,Miami                ,Eastern Caribbean,7,"2,421","2,052",3,1,2004,"16,947"
Costa Cruise Line,COSTA ATLANTICA,3/14/2004,Fort Lauderdale      ,Western Caribbean,7,"2,165","2,114",3,1,2004,"15,155"
Carnival Cruise Line,CARNIVAL VICTORY,3/14/2004,Miami                ,Western Caribbean,7,"3,194","2,758",3,1,2004,"22,358"
Royal Caribbean International,RADIANCE OF THE SEAS,3/14/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,655","2,100",3,1,2004,"18,585"
Royal Caribbean International,VISION OF THE SEAS,3/14/2004,Los Angeles         ,Mexico (Pacific),7,"2,177","2,000",3,1,2004,"15,239"
Royal Caribbean International,MARINER OF THE SEAS,3/14/2004,Port Canaveral           ,Eastern Caribbean,7,"3,444","3,114",3,1,2004,"24,108"
Windstar Cruises,WIND SURF,3/14/2004,Charlotte Amalie,Eastern Caribbean,7,282,308,3,1,2004,"1,974"
Royal Caribbean International,RHAPSODY OF THE SEAS,3/14/2004,Galveston         ,Western Caribbean,7,"2,338","2,000",3,1,2004,"16,366"
Royal Caribbean International,VOYAGER OF THE SEAS,3/14/2004,Miami                ,Western Caribbean,7,"3,496","3,114",3,1,2004,"24,472"
Carnival Cruise Line,CARNIVAL FASCINATION,3/15/2004,Miami                ,Western Caribbean,4,"2,474","2,052",3,1,2004,"9,896"
Princess Cruises,ISLAND PRINCESS,3/15/2004,Fort Lauderdale      ,Western Caribbean,10,"2,014","1,950",3,1,2004,"20,140"
Holland America Line,VOLENDAM,3/15/2004,Fort Lauderdale      ,Southern Caribbean,10,"1,318","1,400",3,1,2004,"13,180"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/15/2004,Miami                ,Western Caribbean,5,"2,473","2,052",3,1,2004,"12,365"
Carnival Cruise Line,CARNIVAL SENSATION,3/15/2004,Tampa                ,Western Caribbean,5,"2,497","2,052",3,1,2004,"12,485"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,3/15/2004,Fort Lauderdale      ,Western Caribbean,5,"2,149","2,250",3,1,2004,"10,745"
Regent Seven Seas Cruises,RADISSON DIAMOND,3/15/2004,San Juan             ,Eastern Caribbean,4,211,350,3,1,2004,844
Carnival Cruise Line,CARNIVAL MIRACLE,3/15/2004,Jacksonville         ,Bahamas,5,"2,194","2,124",3,1,2004,"10,970"
Carnival Cruise Line,CARNIVAL ECSTASY,3/15/2004,Long Beach,Mexico (Pacific),4,"2,404","2,052",3,1,2004,"9,616"
Royal Caribbean International,MAJESTY OF THE SEAS,3/15/2004,Miami                ,Bahamas,4,"2,450","2,354",3,1,2004,"9,800"
Celebrity Cruise Line,CELEBRITY SUMMIT,3/15/2004,Fort Lauderdale      ,Western Caribbean,11,"2,041","1,950",3,1,2004,"22,451"
Oceania Cruises,REGATTA,3/15/2004,Miami                ,Transatlantic,14,661,684,3,1,2004,"9,254"
Crystal Cruises,CRYSTAL SYMPHONY,3/15/2004,Caldera,Trans-Panama Canal,11,603,940,3,1,2004,"6,633"
Royal Caribbean International,SPLENDOUR OF THE SEAS,3/15/2004,Galveston         ,Western Caribbean,5,"2,049","1,804",3,1,2004,"10,245"
Royal Caribbean International,MONARCH OF THE SEAS,3/15/2004,Los Angeles         ,Western Caribbean,4,"2,602","2,354",3,1,2004,"10,408"
Royal Caribbean International,SOVEREIGN OF THE SEAS,3/15/2004,Port Canaveral           ,Bahamas,4,"2,701","2,276",3,1,2004,"10,804"
Seabourn Cruise Line,SEABOURN PRIDE,3/15/2004,Fort Lauderdale,Transatlantic,12,176,208,3,1,2004,"2,112"
Cunard Line,QUEEN MARY 2,3/16/2004,Fort Lauderdale      ,Southern Caribbean,10,"2,549","2,620",3,1,2004,"25,490"
SeaDream Yacht Club,SEADREAM I,3/16/2004,San Juan,Southern Caribbean,5,84,110,3,1,2004,420
Carnival Cruise Line,CARNIVAL FANTASY,3/18/2004,Port Canaveral           ,Bahamas,3,"2,544","2,052",3,1,2004,"7,632"
Carnival Cruise Line,HOLIDAY,3/18/2004,New Orleans          ,Western Caribbean,4,"1,720","1,452",3,1,2004,"6,880"
Carnival Cruise Line,GRAND CELEBRATION,3/18/2004,Galveston         ,Western Caribbean,4,"1,901","1,486",3,1,2004,"7,604"
Disney Cruise Line,DISNEY WONDER,3/18/2004,Port Canaveral           ,Bahamas,3,"2,061","1,754",3,1,2004,"6,183"
Carnival Cruise Line,CARNIVAL ECSTASY,3/19/2004,Long Beach,Mexico (Pacific),3,"2,373","2,052",3,1,2004,"7,119"
Celebrity Cruise Line,CELEBRITY GALAXY,3/19/2004,San Juan             ,Eastern Caribbean,7,"1,955","1,870",3,1,2004,"13,685"
Regent Seven Seas Cruises,SEVEN SEAS MARINER,3/19/2004,Los Angeles,Mexico (Pacific),7,533,700,3,1,2004,"3,731"
Royal Caribbean International,BRILLIANCE OF THE SEAS,3/19/2004,Miami                ,Western Caribbean,10,"2,239","2,100",3,1,2004,"22,390"
Carnival Cruise Line,CARNIVAL FASCINATION,3/19/2004,Miami                ,Bahamas,3,"2,395","2,052",3,1,2004,"7,185"
Royal Caribbean International,MAJESTY OF THE SEAS,3/19/2004,Miami                ,Bahamas,3,"2,444","2,354",3,1,2004,"7,332"
Regent Seven Seas Cruises,RADISSON DIAMOND,3/19/2004,San Juan             ,Eastern Caribbean,4,335,350,3,1,2004,"1,340"
Royal Caribbean International,SOVEREIGN OF THE SEAS,3/19/2004,Port Canaveral           ,Bahamas,3,"2,683","2,276",3,1,2004,"8,049"
Royal Caribbean International,MONARCH OF THE SEAS,3/19/2004,Los Angeles         ,Western Caribbean,3,"2,581","2,354",3,1,2004,"7,743"
Royal Caribbean International,EXPLORER OF THE SEAS,3/20/2004,Miami                ,Eastern Caribbean,7,"3,495","3,114",3,1,2004,"24,465"
Holland America Line,VEENDAM,3/20/2004,Tampa                ,Western Caribbean,7,"1,392","1,266",3,1,2004,"9,744"
Holland America Line,ZAANDAM,3/20/2004,Port Canaveral           ,Western Caribbean,7,"1,581","1,440",3,1,2004,"11,067"
Carnival Cruise Line,JUBILEE,3/20/2004,San Juan             ,Southern Caribbean,7,"1,583","1,486",3,1,2004,"11,081"
Royal Caribbean International,GRANDEUR OF THE SEAS,3/20/2004,New Orleans          ,Western Caribbean,7,"2,240","1,950",3,1,2004,"15,680"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,3/20/2004,San Juan             ,Southern Caribbean,7,"2,162","1,950",3,1,2004,"15,134"
Princess Cruises,GOLDEN PRINCESS,3/20/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,834","2,600",3,1,2004,"19,838"
Princess Cruises,SUN PRINCESS,3/20/2004,Fort Lauderdale      ,Southern Caribbean,10,"2,029","1,950",3,1,2004,"20,290"
Carnival Cruise Line,CARNIVAL GLORY,3/20/2004,Port Canaveral,Eastern Caribbean,7,"3,316","2,974",3,1,2004,"23,212"
Carnival Cruise Line,CARNIVAL TRIUMPH,3/20/2004,Miami                ,Western Caribbean,7,"3,236","2,758",3,1,2004,"22,652"
Regent Seven Seas Cruises,SEVEN SEAS NAVIGATOR,3/20/2004,Fort Lauderdale,Eastern Caribbean,10,462,490,3,1,2004,"4,620"
Holland America Line,RYNDAM,3/20/2004,San Diego           ,Mexico (Pacific),7,"1,327","1,266",3,1,2004,"9,289"
Celebrity Cruise Line,CELEBRITY CENTURY,3/20/2004,Fort Lauderdale      ,Eastern Caribbean,7,"1,986","1,750",3,1,2004,"13,902"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/20/2004,Miami                ,Western Caribbean,5,"2,478","2,052",3,1,2004,"12,390"
Carnival Cruise Line,CARNIVAL SENSATION,3/20/2004,Tampa                ,Western Caribbean,5,"2,507","2,052",3,1,2004,"12,535"
Carnival Cruise Line,CARNIVAL LEGEND,3/20/2004,Fort Lauderdale,Western Caribbean,8,"2,190","2,124",3,1,2004,"17,520"
Disney Cruise Line,DISNEY MAGIC,3/20/2004,Port Canaveral           ,Eastern Caribbean,7,"2,639","1,754",3,1,2004,"18,473"
Norwegian Cruise Line,NORWEGIAN WIND,3/20/2004,Miami                ,Western Caribbean,7,"1,936","1,748",3,1,2004,"13,552"
Princess Cruises,DIAMOND PRINCESS,3/20/2004,Long Beach,Mexico (Pacific),7,"2,909","2,670",3,1,2004,"20,363"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,3/20/2004,Fort Lauderdale      ,Western Caribbean,5,"2,230","2,250",3,1,2004,"11,150"
Carnival Cruise Line,CARNIVAL MIRACLE,3/20/2004,Jacksonville         ,Western Caribbean,6,"2,435","2,124",3,1,2004,"14,610"
Norwegian Cruise Line,NORWEGIAN SEA,3/20/2004,Houston             ,Western Caribbean,7,"1,687","1,518",3,1,2004,"11,809"
Holland America Line,STATENDAM,3/20/2004,San Diego           ,Hawaii,15,"1,206","1,266",3,1,2004,"18,090"
Holland America Line,ZUIDERDAM,3/20/2004,Fort Lauderdale      ,Eastern Caribbean,7,"1,967","1,848",3,1,2004,"13,769"
Norwegian Cruise Line,NORWEGIAN MAJESTY,3/20/2004,Charleston          ,Western Caribbean,7,"1,641","1,462",3,1,2004,"11,487"
SeaDream Yacht Club,SEADREAM II,3/20/2004,San Juan,Southern Caribbean,8,93,110,3,1,2004,744
Royal Caribbean International,SPLENDOUR OF THE SEAS,3/20/2004,Galveston         ,Western Caribbean,5,"2,042","1,804",3,1,2004,"10,210"
Windstar Cruises,WIND SPIRIT,3/20/2004,Charlotte Amalie,Eastern Caribbean,7,112,148,3,1,2004,784
Royal Caribbean International,NAVIGATOR OF THE SEAS,3/20/2004,Miami                ,Western Caribbean,7,"3,476","3,114",3,1,2004,"24,332"
Seabourn Cruise Line,SEABOURN LEGEND,3/20/2004,Charlotte Amalie,Eastern Caribbean,7,161,208,3,1,2004,"1,127"
Royal Caribbean International,SERENADE OF THE SEAS,3/20/2004,San Juan             ,Southern Caribbean,7,"2,334","2,100",3,1,2004,"16,338"
Royal Caribbean International,EMPRESS,3/20/2004,Tampa                ,Western Caribbean,7,"1,739","1,600",3,1,2004,"12,173"
Norwegian Cruise Line,NORWEGIAN SKY,3/21/2004,San Juan             ,Southern Caribbean,7,"1,927","2,002",3,1,2004,"13,489"
MSC Italian Cruises,MSC LIRICA,3/21/2004,Fort Lauderdale      ,Southern Caribbean,11,"1,420","1,530",3,1,2004,"15,620"
Princess Cruises,DAWN PRINCESS,3/21/2004,San Juan             ,Southern Caribbean,7,"2,040","1,950",3,1,2004,"14,280"
Carnival Cruise Line,CARNIVAL PRIDE,3/21/2004,Long Beach,Mexico (Pacific),7,"2,505","2,124",3,1,2004,"17,535"
Holland America Line,OOSTERDAM,3/21/2004,Fort Lauderdale      ,Western Caribbean,7,"1,881","1,848",3,1,2004,"13,167"
Celebrity Cruise Line,CELEBRITY MERCURY,3/21/2004,San Francisco       ,Mexico (Pacific),7,"1,908","1,870",3,1,2004,"13,356"
Norwegian Cruise Line,NORWEGIAN STAR,3/21/2004,Honolulu          ,Hawaii,7,"2,479","2,240",3,1,2004,"17,353"
Carnival Cruise Line,CARNIVAL PARADISE,3/21/2004,Miami                ,Western Caribbean,7,"2,423","2,052",3,1,2004,"16,961"
Carnival Cruise Line,CARNIVAL VICTORY,3/21/2004,Miami                ,Eastern Caribbean,7,"3,162","2,758",3,1,2004,"22,134"
Costa Cruise Line,COSTA ATLANTICA,3/21/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,074","2,114",3,1,2004,"14,518"
Norwegian Cruise Line,NORWEGIAN DAWN,3/21/2004,New York            ,Eastern Caribbean,7,"2,607","2,240",3,1,2004,"18,249"
Costa Cruise Line,COSTA MEDITERRANEA,3/21/2004,Fort Lauderdale      ,Western Caribbean,7,"2,210","2,114",3,1,2004,"15,470"
Disney Cruise Line,DISNEY WONDER,3/21/2004,Port Canaveral           ,Bahamas,4,"2,713","1,754",3,1,2004,"10,852"
Norwegian Cruise Line,NORWEGIAN SUN,3/21/2004,Miami                ,Western Caribbean,7,"2,149","2,000",3,1,2004,"15,043"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,3/21/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,236","1,950",3,1,2004,"15,652"
Carnival Cruise Line,CARNIVAL DESTINY,3/21/2004,San Juan,Southern Caribbean,7,"2,840","2,642",3,1,2004,"19,880"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/21/2004,Tampa                ,Western Caribbean,7,"2,489","2,052",3,1,2004,"17,423"
Carnival Cruise Line,CARNIVAL CONQUEST,3/21/2004,New Orleans,Western Caribbean,7,"3,460","2,974",3,1,2004,"24,220"
Royal Caribbean International,ADVENTURE OF THE SEAS,3/21/2004,San Juan             ,Southern Caribbean,7,"3,367","3,114",3,1,2004,"23,569"
Princess Cruises,GRAND PRINCESS,3/21/2004,Fort Lauderdale      ,Western Caribbean,7,"2,839","2,600",3,1,2004,"19,873"
Carnival Cruise Line,CARNIVAL FANTASY,3/21/2004,Port Canaveral           ,Bahamas,4,"2,552","2,052",3,1,2004,"10,208"
Carnival Cruise Line,CARNIVAL ELATION,3/21/2004,Galveston         ,Western Caribbean,7,"2,386","2,052",3,1,2004,"16,702"
Princess Cruises,PACIFIC DAWN,3/21/2004,Los Angeles         ,Hawaii,15,"1,596","1,590",3,1,2004,"23,940"
Windstar Cruises,WIND SURF,3/21/2004,Charlotte Amalie,Eastern Caribbean,7,265,308,3,1,2004,"1,855"
Royal Caribbean International,VISION OF THE SEAS,3/21/2004,Los Angeles         ,Mexico (Pacific),7,"2,195","2,000",3,1,2004,"15,365"
SeaDream Yacht Club,SEADREAM I,3/21/2004,San Juan,Southern Caribbean,7,16,110,3,1,2004,112
Royal Caribbean International,VOYAGER OF THE SEAS,3/21/2004,Miami                ,Western Caribbean,7,"3,518","3,114",3,1,2004,"24,626"
Royal Caribbean International,RHAPSODY OF THE SEAS,3/21/2004,Galveston,Western Caribbean,7,"2,252","2,000",3,1,2004,"15,764"
Royal Caribbean International,RADIANCE OF THE SEAS,3/21/2004,Fort Lauderdale      ,Western Caribbean,7,"2,386","2,100",3,1,2004,"16,702"
Royal Caribbean International,MARINER OF THE SEAS,3/21/2004,Port Canaveral           ,Western Caribbean,7,"3,416","3,114",3,1,2004,"23,912"
Norwegian Cruise Line,NORWEGIAN DREAM,3/22/2004,Miami                ,Transatlantic,16,"1,662","1,748",3,1,2004,"26,592"
Royal Caribbean International,MAJESTY OF THE SEAS,3/22/2004,Miami                ,Bahamas,4,"2,622","2,354",3,1,2004,"10,488"
Carnival Cruise Line,CARNIVAL ECSTASY,3/22/2004,Long Beach,Mexico (Pacific),4,"2,479","2,052",3,1,2004,"9,916"
Carnival Cruise Line,GRAND CELEBRATION,3/22/2004,Galveston         ,Western Caribbean,5,"1,695","1,486",3,1,2004,"8,475"
Carnival Cruise Line,CARNIVAL SPIRIT,3/22/2004,Miami                ,Southern Caribbean,8,"2,162","2,124",3,1,2004,"17,296"
Princess Cruises,CORAL PRINCESS,3/22/2004,Fort Lauderdale      ,Western Caribbean,10,"2,089","1,974",3,1,2004,"20,890"
Carnival Cruise Line,HOLIDAY,3/22/2004,New Orleans          ,Western Caribbean,5,"1,747","1,452",3,1,2004,"8,735"
Carnival Cruise Line,CARNIVAL FASCINATION,3/22/2004,Miami                ,Western Caribbean,4,"2,436","2,052",3,1,2004,"9,744"
Celebrity Cruise Line,HORIZON,3/22/2004,Tampa                ,Eastern Caribbean,11,"1,267","1,354",3,1,2004,"13,937"
Royal Caribbean International,MONARCH OF THE SEAS,3/22/2004,Los Angeles         ,Western Caribbean,4,"2,613","2,354",3,1,2004,"10,452"
Royal Caribbean International,SOVEREIGN OF THE SEAS,3/22/2004,Port Canaveral           ,Bahamas,4,"2,721","2,276",3,1,2004,"10,884"
Holland America Line,ROTTERDAM,3/23/2004,Fort Lauderdale      ,Western Caribbean,10,"1,130","1,316",3,1,2004,"11,300"
Holland America Line,MAASDAM,3/23/2004,Norfolk              ,Southern Caribbean,11,"1,155","1,266",3,1,2004,"12,705"
Regent Seven Seas Cruises,RADISSON DIAMOND,3/24/2004,San Juan             ,Eastern Caribbean,4,254,350,3,1,2004,"1,016"
Princess Cruises,ISLAND PRINCESS,3/25/2004,Fort Lauderdale      ,Western Caribbean,10,"2,053","1,950",3,1,2004,"20,530"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/25/2004,Miami                ,Western Caribbean,4,"2,132","2,052",3,1,2004,"8,528"
Carnival Cruise Line,CARNIVAL FANTASY,3/25/2004,Port Canaveral           ,Bahamas,3,"2,480","2,052",3,1,2004,"7,440"
Norwegian Cruise Line,NORWEGIAN CROWN,3/25/2004,Miami                ,Southern Caribbean,13,"1,042","1,050",3,1,2004,"13,546"
Holland America Line,VOLENDAM,3/25/2004,Fort Lauderdale      ,Western Caribbean,10,"1,005","1,400",3,1,2004,"10,050"
Royal Caribbean International,LEGEND OF THE SEAS,3/25/2004,Honolulu          ,Hawaii,11,"1,812","1,804",3,1,2004,"19,932"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,3/25/2004,Fort Lauderdale      ,Western Caribbean,4,"2,198","2,250",3,1,2004,"8,792"
Carnival Cruise Line,CARNIVAL SENSATION,3/25/2004,Tampa                ,Western Caribbean,4,"2,416","2,052",3,1,2004,"9,664"
Disney Cruise Line,DISNEY WONDER,3/25/2004,Port Canaveral           ,Bahamas,3,"2,681","1,754",3,1,2004,"8,043"
Princess Cruises,ROYAL PRINCESS,3/25/2004,Fort Lauderdale      ,South America,12,"1,149",710,3,1,2004,"13,788"
Royal Caribbean International,SPLENDOUR OF THE SEAS,3/25/2004,Galveston         ,Western Caribbean,4,"1,868","1,804",3,1,2004,"7,472"
Celebrity Cruise Line,CELEBRITY SUMMIT,3/26/2004,Fort Lauderdale      ,Southern Caribbean,10,"2,032","1,950",3,1,2004,"20,320"
Crystal Cruises,CRYSTAL SYMPHONY,3/26/2004,New Orleans          ,Southern Caribbean,10,580,940,3,1,2004,"5,800"
Carnival Cruise Line,CARNIVAL MIRACLE,3/26/2004,Jacksonville         ,Bahamas,3,"2,299","2,124",3,1,2004,"6,897"
Cunard Line,QUEEN MARY 2,3/26/2004,Fort Lauderdale      ,Transatlantic,17,"2,454","2,620",3,1,2004,"41,718"
Royal Caribbean International,MAJESTY OF THE SEAS,3/26/2004,Miami                ,Bahamas,3,"2,629","2,354",3,1,2004,"7,887"
Carnival Cruise Line,CARNIVAL ECSTASY,3/26/2004,Long Beach,Mexico (Pacific),3,"2,237","2,052",3,1,2004,"6,711"
Carnival Cruise Line,CARNIVAL FASCINATION,3/26/2004,Miami                ,Bahamas,3,"2,457","2,052",3,1,2004,"7,371"
Regent Seven Seas Cruises,SEVEN SEAS MARINER,3/26/2004,Los Angeles,Trans-Panama Canal,14,480,700,3,1,2004,"6,720"
Celebrity Cruise Line,CELEBRITY GALAXY,3/26/2004,Baltimore,Western Caribbean,10,"1,895","1,870",3,1,2004,"18,950"
Royal Caribbean International,MONARCH OF THE SEAS,3/26/2004,Los Angeles         ,Western Caribbean,3,"2,537","2,354",3,1,2004,"7,611"
Royal Caribbean International,SOVEREIGN OF THE SEAS,3/26/2004,Port Canaveral           ,Bahamas,3,"2,582","2,276",3,1,2004,"7,746"
Holland America Line,ZAANDAM,3/27/2004,Port Canaveral           ,Eastern Caribbean,7,"1,568","1,440",3,1,2004,"10,976"
Holland America Line,ZUIDERDAM,3/27/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,031","1,848",3,1,2004,"14,217"
Royal Caribbean International,GRANDEUR OF THE SEAS,3/27/2004,New Orleans          ,Western Caribbean,7,"2,106","1,950",3,1,2004,"14,742"
Carnival Cruise Line,CARNIVAL GLORY,3/27/2004,Port Canaveral,Western Caribbean,7,"3,433","2,974",3,1,2004,"24,031"
Princess Cruises,GOLDEN PRINCESS,3/27/2004,Fort Lauderdale      ,Eastern Caribbean,7,"2,786","2,600",3,1,2004,"19,502"
Carnival Cruise Line,CARNIVAL TRIUMPH,3/27/2004,Miami                ,Eastern Caribbean,7,"3,204","2,758",3,1,2004,"22,428"
Royal Caribbean International,EXPLORER OF THE SEAS,3/27/2004,Miami                ,Western Caribbean,7,"3,508","3,114",3,1,2004,"24,556"
Carnival Cruise Line,GRAND CELEBRATION,3/27/2004,Galveston         ,Western Caribbean,5,"1,619","1,486",3,1,2004,"8,095"
Norwegian Cruise Line,NORWEGIAN SEA,3/27/2004,Houston             ,Western Caribbean,7,"1,464","1,518",3,1,2004,"10,248"
Celebrity Cruise Line,CELEBRITY CENTURY,3/27/2004,Fort Lauderdale      ,Western Caribbean,7,"1,924","1,750",3,1,2004,"13,468"
Disney Cruise Line,DISNEY MAGIC,3/27/2004,Port Canaveral           ,Western Caribbean,7,"2,651","1,754",3,1,2004,"18,557"
Norwegian Cruise Line,NORWEGIAN MAJESTY,3/27/2004,Charleston          ,Western Caribbean,7,"1,685","1,462",3,1,2004,"11,795"
Holland America Line,VEENDAM,3/27/2004,Tampa                ,Western Caribbean,7,"1,209","1,266",3,1,2004,"8,463"
Holland America Line,RYNDAM,3/27/2004,San Diego           ,Mexico (Pacific),7,"1,301","1,266",3,1,2004,"9,107"
Norwegian Cruise Line,NORWEGIAN WIND,3/27/2004,Miami                ,Western Caribbean,7,"1,916","1,748",3,1,2004,"13,412"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,3/27/2004,San Juan             ,Southern Caribbean,7,"2,141","1,950",3,1,2004,"14,987"
Carnival Cruise Line,HOLIDAY,3/27/2004,New Orleans          ,Western Caribbean,5,"1,695","1,452",3,1,2004,"8,475"
Carnival Cruise Line,JUBILEE,3/27/2004,San Juan             ,Southern Caribbean,7,"1,609","1,486",3,1,2004,"11,263"
Princess Cruises,DIAMOND PRINCESS,3/27/2004,Long Beach,Mexico (Pacific),7,"2,941","2,670",3,1,2004,"20,587"
Seabourn Cruise Line,SEABOURN LEGEND,3/27/2004,Charlotte Amalie,Transatlantic,11,144,208,3,1,2004,"1,584"
Windstar Cruises,WIND SPIRIT,3/27/2004,Charlotte Amalie,Eastern Caribbean,7,148,148,3,1,2004,"1,036"
Royal Caribbean International,NAVIGATOR OF THE SEAS,3/27/2004,Miami                ,Eastern Caribbean,7,"3,485","3,114",3,1,2004,"24,395"
Royal Caribbean International,EMPRESS,3/27/2004,Tampa                ,Western Caribbean,7,"1,702","1,600",3,1,2004,"11,914"
Royal Caribbean International,SERENADE OF THE SEAS,3/27/2004,San Juan             ,Southern Caribbean,7,"2,342","2,100",3,1,2004,"16,394"
Holland America Line,OOSTERDAM,3/28/2004,Fort Lauderdale      ,Eastern Caribbean,7,"1,780","1,848",3,1,2004,"12,460"
Carnival Cruise Line,CARNIVAL PARADISE,3/28/2004,Miami                ,Eastern Caribbean,7,"2,439","2,052",3,1,2004,"17,073"
Royal Caribbean International,ADVENTURE OF THE SEAS,3/28/2004,San Juan             ,Southern Caribbean,7,"3,379","3,114",3,1,2004,"23,653"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/28/2004,Tampa                ,Western Caribbean,7,"2,443","2,052",3,1,2004,"17,101"
Regent Seven Seas Cruises,RADISSON DIAMOND,3/28/2004,San Juan             ,Eastern Caribbean,4,256,350,3,1,2004,"1,024"
Disney Cruise Line,DISNEY WONDER,3/28/2004,Port Canaveral           ,Bahamas,4,"2,678","1,754",3,1,2004,"10,712"
Carnival Cruise Line,CARNIVAL FANTASY,3/28/2004,Port Canaveral           ,Bahamas,4,"2,522","2,052",3,1,2004,"10,088"
Costa Cruise Line,COSTA ATLANTICA,3/28/2004,Fort Lauderdale      ,Western Caribbean,7,"2,107","2,114",3,1,2004,"14,749"
Norwegian Cruise Line,NORWEGIAN DAWN,3/28/2004,New York            ,Eastern Caribbean,7,"2,585","2,240",3,1,2004,"18,095"
Carnival Cruise Line,CARNIVAL VICTORY,3/28/2004,Miami                ,Western Caribbean,7,"3,260","2,758",3,1,2004,"22,820"
